employee_id,age,gender,marital_status,salary,employment_type,region,has_dependents,tenure_years,enrolled
16970,51,Male,Single,69646.44,Full-time,Northeast,No,3.0,1
17527,23,Female,Single,74690.59,Part-time,West,No,5.6,0
10582,48,Male,Divorced,80776.28,Full-time,West,No,18.7,1
19188,46,Female,Married,67049.25,Part-time,West,No,7.9,0
13127,31,Male,Single,88546.32,Full-time,South,Yes,0.1,1
18268,55,Female,Single,62214.67,Part-time,Northeast,No,10.1,0
15560,30,Male,Single,57345.15,Part-time,West,Yes,5.0,0
18762,47,Male,Single,74531.92,Full-time,South,No,0.3,1
10725,59,Male,Married,38220.86,Full-time,Midwest,Yes,0.1,1
18326,40,Female,Married,101153.8,Contract,Northeast,No,0.5,0
19812,53,Female,Single,58816.13,Full-time,West,No,12.0,0
12785,64,Male,Married,72556.36,Full-time,Northeast,Yes,0.4,1
18225,35,Female,Married,56500.85,Full-time,West,Yes,1.3,1
17143,42,Male,Single,25610.08,Contract,West,No,0.4,0
13336,50,Female,Married,28380.67,Full-time,South,Yes,13.0,1
13039,46,Male,Married,68832.84,Full-time,South,Yes,1.0,1
12758,41,Female,Married,87342.55,Part-time,West,No,2.8,0
16244,38,Male,Single,53605.82,Full-time,Midwest,Yes,1.1,1
16864,52,Male,Married,56985.91,Full-time,Midwest,No,2.6,0
19051,33,Female,Married,81857.94,Full-time,South,No,10.0,1
18889,22,Male,Single,66086.52,Full-time,West,Yes,10.6,1
11541,38,Male,Single,51588.77,Part-time,West,Yes,1.0,0
17278,47,Female,Single,93853.73,Full-time,South,No,2.3,1
17777,44,Female,Widowed,65988.29,Full-time,Midwest,No,10.8,1
15132,64,Female,Married,56987.72,Contract,Midwest,Yes,6.1,0
15599,40,Female,Married,51514.27,Full-time,Northeast,Yes,5.7,1
14220,59,Male,Single,72695.24,Contract,Midwest,Yes,1.2,1
17742,24,Female,Married,66379.33,Part-time,South,Yes,3.9,0
11555,49,Male,Single,30935.52,Full-time,West,Yes,0.3,1
17119,40,Female,Married,46526.78,Full-time,Northeast,Yes,3.8,1
13381,25,Female,Single,68953.04,Full-time,Midwest,Yes,12.5,1
17146,53,Female,Single,59635.61,Full-time,West,Yes,7.0,1
12404,56,Female,Married,69707.8,Full-time,Midwest,Yes,4.2,1
12616,48,Male,Married,47041.7,Part-time,West,Yes,5.5,0
13500,42,Female,Single,55588.89,Contract,West,Yes,1.0,0
11649,36,Female,Widowed,66237.74,Full-time,West,Yes,0.3,1
10586,60,Female,Single,77296.58,Part-time,Northeast,No,1.9,0
10780,27,Male,Married,47663.88,Part-time,South,Yes,4.6,0
12192,37,Male,Married,60074.72,Part-time,Midwest,Yes,4.8,1
13864,24,Female,Single,68276.52,Full-time,Midwest,Yes,0.0,1
10920,38,Female,Single,58932.05,Part-time,Midwest,Yes,0.8,0
16722,59,Male,Married,55721.49,Part-time,West,Yes,4.6,0
17979,47,Female,Married,48239.4,Full-time,Midwest,No,6.3,0
17681,37,Female,Divorced,62223.03,Full-time,West,No,4.1,1
14435,63,Male,Married,92976.61,Full-time,West,No,0.8,1
17039,64,Male,Single,51791.19,Full-time,Northeast,No,6.2,0
18745,50,Female,Married,78312.93,Full-time,Northeast,No,0.3,1
18842,33,Male,Married,73154.85,Full-time,South,No,8.1,1
10871,52,Female,Divorced,86015.03,Part-time,Midwest,No,3.0,0
15850,39,Female,Single,72580.06,Full-time,West,Yes,3.8,1
17151,48,Female,Single,56883.6,Full-time,Northeast,Yes,0.0,1
16831,32,Female,Single,76742.6,Full-time,West,Yes,2.0,1
17403,39,Female,Single,63009.19,Full-time,Northeast,No,0.7,1
19843,57,Female,Married,40374.93,Full-time,Northeast,Yes,2.6,1
10727,39,Male,Married,51517.99,Full-time,West,Yes,2.2,1
15929,53,Male,Married,60612.79,Full-time,Midwest,No,3.5,1
11423,55,Female,Married,57767.02,Full-time,Midwest,No,4.8,0
19871,45,Female,Married,62041.29,Full-time,Midwest,Yes,0.7,1
12848,46,Female,Single,74332.03,Full-time,South,Yes,3.3,1
17251,45,Female,Single,82362.16,Full-time,Northeast,Yes,4.0,1
14971,52,Male,Single,42358.83,Full-time,West,Yes,0.0,1
14414,56,Female,Divorced,40829.8,Full-time,Midwest,Yes,8.1,1
12918,30,Female,Single,80957.95,Full-time,West,No,2.6,0
18449,33,Male,Single,70508.35,Part-time,Midwest,No,0.2,0
17332,46,Male,Married,55053.01,Full-time,West,Yes,7.4,1
12653,57,Female,Single,74785.32,Contract,Northeast,Yes,0.3,1
16127,39,Male,Single,96315.81,Full-time,Midwest,Yes,1.6,1
14671,41,Female,Single,79262.65,Full-time,West,Yes,6.7,1
13973,40,Male,Single,56388.64,Full-time,South,No,3.7,0
13601,63,Female,Single,87446.84,Full-time,West,Yes,0.0,1
18726,22,Female,Single,59314.04,Full-time,Midwest,No,0.7,0
13317,25,Male,Married,59973.98,Contract,West,Yes,0.2,0
17864,59,Male,Married,37637.54,Full-time,South,Yes,3.9,1
16731,29,Female,Married,72892.53,Part-time,West,Yes,3.9,0
17648,33,Female,Divorced,61957.27,Full-time,Northeast,No,3.2,1
16007,27,Male,Married,53014.55,Part-time,Midwest,No,0.6,0
14633,41,Male,Married,56595.75,Full-time,Northeast,Yes,2.0,1
10797,57,Male,Married,66288.44,Full-time,West,Yes,3.3,1
15896,49,Female,Single,79985.02,Part-time,West,No,3.1,0
12614,25,Female,Married,73043.83,Contract,Northeast,No,2.4,0
15101,56,Male,Single,63523.34,Full-time,South,Yes,1.2,1
13998,24,Other,Married,51883.92,Full-time,West,No,0.9,0
13745,57,Male,Divorced,65922.0,Full-time,Midwest,Yes,1.3,1
19366,48,Female,Single,58133.02,Full-time,Midwest,Yes,4.2,1
10904,64,Female,Married,84052.23,Full-time,Midwest,Yes,2.1,1
16040,34,Male,Single,64690.38,Full-time,West,No,5.6,1
19010,56,Male,Married,34892.36,Part-time,Midwest,No,4.8,0
12305,30,Female,Married,80515.87,Full-time,West,No,2.4,0
12539,60,Male,Single,82505.4,Full-time,South,No,1.5,1
15581,34,Female,Single,80909.05,Contract,Midwest,No,3.4,0
18189,33,Male,Single,63043.97,Full-time,Northeast,Yes,1.4,1
13506,45,Female,Divorced,42893.63,Full-time,South,Yes,3.1,1
12621,60,Male,Married,86701.13,Full-time,South,No,0.3,1
14787,37,Male,Married,84325.93,Full-time,West,Yes,2.6,1
16471,57,Female,Married,65210.15,Full-time,Midwest,Yes,3.4,1
19038,50,Female,Single,83730.68,Full-time,Northeast,No,9.4,1
13910,38,Male,Married,71619.7,Full-time,Midwest,No,4.0,1
19670,43,Female,Married,63834.44,Full-time,South,No,1.3,1
11419,60,Female,Married,62310.05,Full-time,West,No,1.9,1
16490,38,Female,Divorced,52068.45,Full-time,Northeast,No,2.7,0
11401,24,Male,Divorced,80343.27,Full-time,West,Yes,1.1,1
18535,37,Male,Single,32107.43,Part-time,Midwest,No,1.8,0
17178,33,Male,Single,45616.72,Full-time,Midwest,Yes,3.8,1
19433,26,Male,Single,41826.5,Full-time,Northeast,Yes,3.9,0
14062,55,Female,Married,72472.06,Full-time,West,No,2.9,1
16108,46,Male,Married,83380.64,Full-time,South,No,10.6,1
14639,38,Female,Married,93176.46,Full-time,South,No,3.5,1
16376,64,Male,Married,31180.94,Full-time,West,Yes,0.6,1
19467,25,Male,Single,64465.85,Full-time,West,Yes,16.6,1
12827,40,Female,Single,72154.63,Full-time,Midwest,No,0.1,1
15301,51,Male,Divorced,94056.15,Part-time,West,No,0.0,0
17885,33,Male,Single,63371.68,Contract,Midwest,Yes,6.0,1
19819,28,Female,Married,78664.31,Full-time,South,Yes,2.7,1
18620,58,Female,Married,46416.33,Full-time,South,No,4.9,0
11678,62,Male,Single,51421.58,Full-time,West,Yes,4.7,1
13537,52,Female,Single,87717.86,Part-time,Midwest,Yes,0.0,1
18430,31,Male,Married,47881.64,Full-time,Northeast,Yes,5.7,1
10906,54,Female,Single,57675.04,Part-time,South,No,1.2,0
12630,51,Female,Married,85251.41,Part-time,Midwest,No,0.8,0
14917,47,Female,Married,66884.62,Full-time,West,Yes,1.7,1
12892,41,Female,Divorced,68287.55,Part-time,West,Yes,5.4,1
18654,45,Female,Married,94872.36,Full-time,Northeast,No,5.5,1
10517,46,Male,Divorced,67852.45,Full-time,Midwest,Yes,0.3,1
19838,25,Female,Single,82521.21,Full-time,South,Yes,0.5,1
11233,59,Female,Married,47208.35,Full-time,Midwest,No,3.9,0
15300,57,Male,Divorced,72664.16,Full-time,Midwest,No,1.6,1
11021,47,Other,Divorced,55889.49,Full-time,South,Yes,1.1,1
10041,46,Female,Divorced,49390.08,Full-time,Midwest,Yes,0.0,1
16212,39,Female,Single,85465.03,Contract,Northeast,Yes,4.1,1
10763,61,Female,Single,83390.93,Full-time,South,No,4.1,1
16544,40,Other,Single,48542.07,Full-time,South,No,0.7,0
13656,38,Female,Divorced,66995.93,Full-time,West,No,6.0,1
15060,38,Male,Married,70007.31,Full-time,Midwest,Yes,2.8,1
18218,29,Female,Widowed,65192.8,Part-time,Midwest,No,6.2,0
17565,47,Male,Married,76299.46,Part-time,West,Yes,2.1,1
13104,23,Male,Married,74980.89,Full-time,Northeast,No,2.8,0
13728,47,Female,Divorced,30518.54,Full-time,South,No,20.2,0
10121,26,Other,Married,53143.99,Full-time,West,No,0.7,0
12871,47,Male,Married,48556.56,Full-time,South,Yes,4.3,1
13862,63,Male,Married,40825.93,Full-time,South,Yes,1.4,1
15833,46,Female,Single,68698.99,Full-time,Northeast,Yes,1.3,1
12852,26,Male,Single,93335.75,Full-time,Midwest,Yes,2.5,1
10193,22,Female,Married,80250.38,Full-time,Northeast,Yes,2.9,1
13531,62,Female,Married,52481.9,Full-time,West,No,1.3,0
18886,63,Male,Married,30525.41,Full-time,South,Yes,3.0,1
17080,38,Male,Married,64528.15,Full-time,West,No,7.5,1
10730,48,Female,Single,44718.18,Full-time,West,Yes,0.1,1
19551,64,Male,Widowed,82538.39,Full-time,South,No,4.2,1
12795,57,Male,Single,62981.36,Full-time,Northeast,Yes,9.1,1
18008,37,Female,Single,54325.33,Full-time,Northeast,No,9.9,0
19086,52,Male,Single,61311.59,Full-time,Northeast,No,1.5,1
15714,28,Female,Single,90557.94,Part-time,Midwest,Yes,2.2,0
19615,31,Other,Divorced,70746.99,Full-time,Northeast,Yes,2.0,1
12212,39,Male,Married,84545.34,Full-time,Northeast,Yes,1.3,1
18943,53,Female,Married,73213.19,Full-time,South,Yes,2.2,1
10708,24,Male,Single,62585.33,Full-time,Midwest,No,8.1,0
14064,56,Female,Married,77793.78,Full-time,South,Yes,0.0,1
18767,57,Female,Married,62387.88,Full-time,West,Yes,7.0,1
15668,54,Male,Married,29818.75,Contract,Northeast,No,11.3,0
16658,63,Male,Single,57876.83,Part-time,Northeast,Yes,2.9,0
11551,31,Male,Married,69758.03,Full-time,Northeast,Yes,8.5,1
15687,48,Female,Single,66617.06,Full-time,South,No,2.3,1
12448,61,Female,Married,68800.94,Part-time,West,Yes,1.9,1
17282,56,Female,Single,61407.22,Full-time,Northeast,Yes,4.1,1
13397,61,Female,Married,39500.27,Full-time,Northeast,Yes,3.8,1
16604,44,Male,Married,39127.48,Full-time,Midwest,No,1.2,0
19679,37,Female,Married,48392.73,Full-time,Northeast,No,7.8,0
12431,61,Male,Married,66345.3,Contract,West,Yes,2.6,1
19543,29,Male,Widowed,61705.76,Full-time,West,No,6.7,0
13389,35,Female,Widowed,63879.88,Part-time,Northeast,No,0.2,0
16601,23,Female,Single,69967.03,Full-time,Midwest,No,1.3,0
14818,22,Other,Married,69139.28,Full-time,Northeast,No,2.5,0
14955,61,Female,Single,67621.36,Full-time,South,Yes,2.5,1
17877,51,Female,Divorced,41552.16,Full-time,West,No,8.1,0
18811,31,Female,Divorced,66425.09,Full-time,South,Yes,0.5,1
17140,33,Female,Married,69452.13,Full-time,Midwest,Yes,4.4,1
16248,26,Male,Single,74154.45,Part-time,South,No,0.2,0
16501,61,Male,Married,55570.66,Full-time,Northeast,Yes,0.3,1
15125,53,Female,Married,87622.04,Full-time,South,No,2.6,1
14365,32,Male,Married,86119.93,Full-time,West,Yes,5.2,1
19609,63,Female,Married,60040.54,Full-time,Midwest,Yes,3.8,1
17350,44,Male,Married,72801.36,Part-time,South,Yes,3.7,1
19682,60,Female,Married,59494.12,Full-time,West,Yes,1.6,1
10573,38,Male,Single,68666.97,Part-time,Northeast,No,5.2,0
12094,53,Female,Single,86907.88,Full-time,West,Yes,1.1,1
10772,40,Male,Single,85805.16,Full-time,West,No,0.5,1
18790,26,Male,Married,94151.1,Full-time,Northeast,Yes,3.5,1
14602,43,Male,Married,67861.58,Full-time,Midwest,No,1.0,1
16565,60,Male,Widowed,58690.21,Full-time,Northeast,No,2.4,0
10419,43,Male,Married,80292.05,Full-time,South,Yes,7.6,1
14096,27,Male,Single,39099.41,Part-time,West,Yes,0.9,0
11483,39,Female,Married,41680.95,Full-time,Northeast,No,3.3,0
17082,40,Female,Single,78591.39,Full-time,Northeast,Yes,1.7,1
17623,60,Female,Divorced,75810.49,Full-time,Northeast,No,0.5,1
13921,22,Male,Single,63547.55,Full-time,West,Yes,6.1,1
14791,29,Male,Married,63634.89,Contract,West,No,6.8,0
10948,42,Male,Married,58932.33,Full-time,South,No,2.1,0
17652,33,Female,Divorced,70388.88,Full-time,South,Yes,5.7,1
19940,22,Male,Married,43807.11,Full-time,Northeast,Yes,9.2,0
10776,49,Female,Single,41384.55,Full-time,West,Yes,0.6,1
14879,63,Male,Divorced,61528.04,Full-time,Northeast,Yes,1.6,1
12600,51,Other,Married,64441.61,Full-time,Northeast,Yes,4.9,1
19527,60,Female,Single,59717.91,Full-time,West,Yes,1.9,1
18251,45,Male,Single,75295.51,Full-time,Midwest,Yes,0.0,1
19508,41,Female,Single,64291.84,Part-time,Midwest,Yes,1.6,1
10583,31,Male,Married,60599.46,Full-time,Northeast,Yes,0.4,1
12815,59,Male,Married,52683.02,Full-time,Midwest,Yes,6.7,1
12573,60,Male,Single,52967.5,Full-time,South,Yes,3.9,1
19676,25,Female,Married,73258.1,Full-time,West,Yes,1.0,1
16053,63,Male,Married,78118.07,Full-time,Midwest,Yes,6.6,1
19880,43,Male,Single,58402.52,Full-time,West,No,3.3,0
11195,26,Female,Widowed,75060.55,Full-time,Northeast,Yes,7.6,1
11036,47,Male,Married,59703.36,Full-time,West,No,0.5,0
17941,44,Female,Single,83023.87,Full-time,Midwest,Yes,2.5,1
11131,25,Male,Married,61664.78,Part-time,South,Yes,0.8,0
10643,38,Male,Divorced,68484.65,Full-time,South,Yes,0.7,1
10975,61,Female,Married,75418.25,Full-time,Midwest,Yes,1.7,1
10540,37,Female,Single,55942.73,Full-time,Northeast,Yes,2.8,1
14852,40,Female,Married,32951.26,Full-time,Midwest,Yes,0.2,1
12998,38,Female,Single,57992.93,Full-time,West,No,0.2,0
17066,56,Male,Single,48444.12,Full-time,Northeast,Yes,2.4,1
16014,52,Male,Married,53329.27,Full-time,Northeast,Yes,6.5,1
19173,46,Male,Married,88669.33,Full-time,West,Yes,6.3,1
13208,59,Male,Married,85610.83,Full-time,Midwest,Yes,7.4,1
17084,28,Female,Married,80701.61,Full-time,Northeast,Yes,7.8,1
10977,60,Male,Married,120312.0,Full-time,Northeast,Yes,1.9,1
10919,30,Female,Married,78896.72,Full-time,Northeast,Yes,2.1,1
13684,59,Female,Widowed,53486.44,Full-time,South,No,4.1,0
19044,47,Female,Divorced,85413.41,Full-time,West,No,0.5,1
16933,63,Female,Widowed,82849.14,Full-time,Midwest,No,3.4,1
14523,48,Male,Married,54171.82,Full-time,Northeast,No,7.4,0
10537,42,Male,Widowed,37307.16,Part-time,South,Yes,4.7,0
18946,47,Female,Single,66246.79,Full-time,Midwest,No,1.1,1
10950,26,Male,Single,54484.61,Full-time,Northeast,Yes,4.4,0
12665,51,Female,Single,67798.95,Full-time,Midwest,Yes,1.2,1
11089,45,Female,Single,70289.45,Part-time,South,Yes,2.5,1
16914,58,Male,Widowed,64610.83,Part-time,Midwest,Yes,3.9,1
16036,36,Female,Single,74772.37,Full-time,South,Yes,1.0,1
14642,64,Male,Divorced,74925.5,Full-time,Northeast,No,5.6,1
12129,27,Male,Married,48066.22,Full-time,South,No,13.9,0
10865,24,Female,Married,30754.47,Part-time,Northeast,No,0.2,0
13442,43,Male,Married,56832.95,Full-time,Northeast,No,0.3,0
11061,22,Male,Married,71890.05,Full-time,West,No,0.9,0
12744,31,Female,Married,61070.67,Part-time,West,Yes,1.0,1
11245,52,Female,Divorced,96301.97,Full-time,South,Yes,0.4,1
16580,47,Male,Single,57069.21,Full-time,West,Yes,0.2,1
16886,59,Female,Married,79326.9,Full-time,Midwest,Yes,6.3,1
10446,26,Female,Single,64337.23,Full-time,West,No,0.6,0
10736,51,Male,Single,72041.88,Part-time,Northeast,No,2.2,0
11616,42,Male,Single,70545.08,Full-time,Midwest,Yes,1.8,1
17487,59,Female,Married,40572.89,Full-time,South,Yes,5.0,1
14155,54,Male,Divorced,62532.93,Full-time,West,Yes,4.6,1
17980,27,Male,Single,76330.39,Full-time,Northeast,Yes,13.3,1
14849,42,Female,Married,97713.63,Full-time,West,Yes,5.4,1
10148,49,Male,Divorced,74505.02,Full-time,Midwest,Yes,9.4,1
10481,47,Female,Married,89221.52,Part-time,Northeast,Yes,3.3,1
12032,25,Male,Married,75113.48,Part-time,West,Yes,2.2,0
18810,55,Male,Single,36237.63,Full-time,West,No,7.5,0
12053,43,Male,Single,64167.67,Full-time,Northeast,No,0.4,1
13237,50,Male,Single,44177.98,Full-time,South,Yes,1.6,1
17725,23,Female,Married,59219.71,Full-time,South,Yes,0.7,0
14026,54,Male,Single,64413.44,Full-time,Northeast,Yes,2.4,1
13553,57,Male,Married,67516.4,Full-time,Northeast,No,9.3,1
11581,33,Female,Widowed,45939.45,Part-time,West,No,0.1,0
10329,52,Male,Single,45955.6,Part-time,South,Yes,3.2,0
13893,46,Other,Married,65655.55,Contract,West,No,1.4,0
12325,48,Female,Single,47580.18,Full-time,Northeast,Yes,4.3,1
11289,61,Female,Single,58323.93,Full-time,Northeast,Yes,2.8,1
10709,33,Other,Single,71700.18,Full-time,West,No,2.6,1
17098,28,Female,Single,64240.32,Part-time,Northeast,No,0.7,0
13057,59,Female,Married,69113.19,Full-time,West,No,4.1,1
14934,33,Other,Single,91173.76,Full-time,Northeast,Yes,2.6,1
18043,54,Male,Married,66268.85,Full-time,West,Yes,13.9,1
12770,62,Male,Married,59653.3,Full-time,Northeast,No,2.0,0
13889,34,Male,Single,52588.77,Contract,Midwest,Yes,0.2,0
14107,36,Male,Married,60594.9,Part-time,West,Yes,2.3,1
16045,62,Male,Divorced,90832.15,Full-time,Northeast,Yes,2.5,1
15033,60,Female,Married,69394.59,Full-time,Northeast,No,5.4,1
11387,53,Female,Married,66229.75,Full-time,South,No,3.1,1
11153,29,Female,Single,60934.54,Contract,Northeast,No,2.3,0
12984,33,Male,Single,73951.51,Full-time,South,Yes,2.3,1
12244,39,Male,Divorced,53388.27,Full-time,Midwest,Yes,2.0,1
12473,42,Male,Single,72427.71,Full-time,South,Yes,0.4,1
12254,52,Male,Married,59164.32,Full-time,Northeast,Yes,0.9,1
10406,46,Male,Single,72217.5,Full-time,Northeast,Yes,1.8,1
16441,52,Female,Single,74039.76,Full-time,Northeast,No,0.2,1
11440,30,Male,Married,78069.26,Full-time,South,No,5.1,0
15891,44,Female,Married,69398.66,Full-time,South,Yes,6.2,1
12235,35,Female,Married,76096.37,Full-time,West,Yes,4.2,1
19906,44,Female,Married,63214.74,Full-time,Northeast,Yes,13.0,1
10104,33,Female,Single,79249.78,Full-time,Northeast,Yes,0.2,1
10875,49,Female,Single,45674.0,Full-time,South,No,1.8,0
15759,25,Male,Single,65255.02,Full-time,Midwest,No,1.4,0
14729,46,Female,Married,58957.27,Contract,Northeast,No,17.9,0
18022,57,Male,Married,59480.23,Full-time,South,No,0.7,0
14571,33,Male,Single,84934.83,Full-time,Midwest,Yes,3.1,1
10292,51,Male,Single,60033.62,Full-time,West,No,0.2,1
19970,47,Male,Married,81061.1,Full-time,South,Yes,2.4,1
11480,29,Male,Single,45016.39,Part-time,Northeast,No,3.8,0
11254,47,Male,Single,53241.09,Full-time,Midwest,No,5.5,0
13707,38,Female,Married,74382.94,Full-time,Northeast,No,6.2,1
16562,37,Male,Single,52868.19,Full-time,West,No,1.3,0
18216,39,Male,Divorced,47343.78,Full-time,West,Yes,13.9,1
10231,61,Male,Widowed,67546.82,Part-time,Midwest,Yes,0.5,1
17235,60,Male,Married,81838.14,Full-time,South,Yes,0.2,1
15193,63,Female,Divorced,66570.65,Contract,West,Yes,1.3,1
13727,39,Male,Married,53281.49,Part-time,Midwest,Yes,1.0,0
11306,58,Male,Married,67130.05,Full-time,South,Yes,19.5,1
14509,23,Male,Married,35527.56,Full-time,South,Yes,0.0,0
19047,49,Female,Married,98031.65,Full-time,Northeast,Yes,6.4,1
15374,22,Male,Married,59181.86,Part-time,Midwest,No,2.1,0
17745,47,Male,Married,71481.1,Full-time,Midwest,Yes,8.0,1
18137,58,Female,Single,69620.91,Full-time,West,Yes,0.9,1
10748,26,Male,Married,51397.62,Full-time,South,No,1.1,0
19492,30,Female,Divorced,39028.35,Full-time,Northeast,No,2.9,0
12666,43,Male,Married,59950.92,Full-time,Midwest,No,2.0,0
14956,31,Other,Married,64586.91,Full-time,West,Yes,8.2,1
15153,26,Female,Single,75933.27,Part-time,Midwest,Yes,1.8,0
11107,49,Female,Married,97712.23,Contract,South,No,3.0,0
13255,42,Female,Married,39410.9,Full-time,Midwest,Yes,13.2,1
13817,43,Male,Single,91631.63,Full-time,South,Yes,13.9,1
16857,34,Male,Single,67379.33,Full-time,Northeast,Yes,1.8,1
19532,43,Male,Divorced,64412.19,Full-time,South,Yes,5.0,1
14663,63,Female,Single,71326.96,Full-time,Northeast,No,0.2,1
15972,23,Male,Married,46938.66,Full-time,Northeast,Yes,8.6,0
15346,52,Male,Single,87047.38,Full-time,Northeast,Yes,0.0,1
11073,31,Male,Married,61641.88,Full-time,Northeast,Yes,3.8,1
13851,58,Male,Married,76474.89,Full-time,West,Yes,4.1,1
13647,26,Male,Single,82321.94,Full-time,West,No,0.2,0
16983,44,Male,Single,51378.8,Full-time,South,Yes,5.5,1
11441,56,Female,Married,61079.57,Full-time,South,Yes,0.6,1
15661,39,Other,Married,90563.41,Part-time,South,No,1.1,0
10530,52,Female,Divorced,66921.29,Full-time,Northeast,No,12.0,1
18567,46,Female,Single,69946.85,Full-time,Northeast,Yes,0.5,1
15214,35,Female,Single,68521.54,Full-time,Northeast,No,0.2,1
12232,24,Male,Single,72565.99,Contract,Midwest,Yes,2.8,0
13958,40,Other,Married,65159.42,Full-time,Northeast,No,12.6,1
12861,23,Female,Single,54487.36,Full-time,Midwest,No,1.9,0
13794,60,Female,Widowed,55007.19,Full-time,Midwest,No,13.2,0
11595,25,Male,Single,64377.4,Full-time,West,No,0.0,0
17969,42,Female,Single,58645.81,Part-time,West,Yes,9.2,0
10690,40,Male,Married,63161.74,Full-time,Northeast,No,1.4,1
14536,59,Female,Widowed,85184.09,Full-time,West,Yes,4.1,1
15228,43,Female,Married,57781.97,Contract,South,Yes,2.5,0
14546,24,Male,Married,72063.16,Contract,Northeast,Yes,3.5,0
12070,25,Male,Widowed,54104.65,Full-time,Northeast,No,10.5,0
15250,48,Female,Married,55114.41,Part-time,Northeast,No,10.7,0
19778,24,Male,Single,64827.3,Contract,South,No,14.7,0
16848,32,Female,Single,71714.54,Part-time,South,Yes,9.6,1
11374,39,Male,Widowed,61428.41,Full-time,South,No,14.9,1
16385,35,Male,Single,78450.96,Full-time,South,No,1.0,1
17651,35,Male,Divorced,74748.45,Part-time,South,No,0.1,0
10602,27,Female,Married,91047.29,Full-time,Northeast,Yes,0.4,1
11030,27,Male,Married,66708.33,Part-time,Northeast,Yes,7.2,0
13275,60,Male,Married,70569.47,Contract,Northeast,Yes,6.1,1
19622,47,Female,Married,63151.11,Part-time,West,No,1.2,0
14806,42,Female,Married,37857.39,Full-time,South,No,1.5,0
19890,54,Female,Widowed,57026.94,Full-time,South,Yes,0.7,1
14015,35,Female,Single,51931.86,Full-time,Northeast,No,7.3,0
19285,45,Female,Single,53430.04,Full-time,Midwest,Yes,2.7,1
11724,53,Female,Married,56310.46,Full-time,Northeast,Yes,6.2,1
13211,25,Male,Married,52754.25,Full-time,Midwest,Yes,3.1,0
16149,43,Female,Single,52381.56,Full-time,Northeast,No,8.6,0
16709,35,Male,Single,72464.33,Full-time,West,Yes,14.9,1
11575,39,Female,Single,83267.95,Contract,Northeast,No,6.4,0
14670,55,Male,Widowed,52057.17,Full-time,Northeast,Yes,2.4,1
13363,58,Female,Single,31118.76,Full-time,Northeast,Yes,7.3,1
19957,54,Other,Married,77492.72,Part-time,Midwest,No,2.2,0
17665,57,Female,Divorced,56036.53,Full-time,West,No,15.7,0
19730,35,Male,Single,57923.07,Full-time,South,Yes,11.2,1
10714,38,Female,Single,53519.81,Full-time,Northeast,No,6.4,0
10804,47,Male,Single,43697.69,Full-time,South,Yes,1.7,1
19390,30,Male,Married,47987.52,Contract,Northeast,No,1.0,0
18337,37,Male,Divorced,29023.55,Full-time,Midwest,Yes,2.6,1
16926,36,Male,Married,73785.16,Full-time,South,Yes,0.9,1
19201,55,Male,Single,68297.23,Full-time,West,No,12.3,1
10124,60,Other,Married,58439.95,Full-time,Northeast,No,6.0,0
17951,45,Female,Single,48237.46,Full-time,West,No,3.9,0
10340,47,Male,Married,64526.68,Part-time,West,Yes,4.3,1
10090,32,Female,Married,67862.9,Full-time,West,No,9.6,1
17541,24,Female,Married,41733.22,Full-time,West,No,2.4,0
18702,62,Female,Married,68338.22,Full-time,South,Yes,7.4,1
13678,47,Male,Married,71984.16,Part-time,South,Yes,5.0,1
17981,62,Male,Single,47183.11,Full-time,Midwest,Yes,10.2,1
15102,53,Male,Single,95507.0,Full-time,South,Yes,0.9,1
12494,43,Female,Married,71604.87,Full-time,West,No,1.0,1
18604,38,Female,Married,64706.6,Full-time,West,Yes,1.6,1
10430,42,Male,Married,55384.87,Full-time,Northeast,Yes,3.9,1
18827,45,Female,Divorced,71174.94,Full-time,Midwest,Yes,1.8,1
10439,57,Male,Divorced,69592.52,Full-time,West,Yes,1.8,1
15918,61,Male,Married,109161.74,Full-time,Midwest,Yes,7.6,1
15134,30,Female,Married,58307.41,Contract,West,Yes,6.7,0
17809,49,Male,Single,64760.27,Full-time,Midwest,Yes,0.1,1
18444,60,Female,Widowed,61003.05,Full-time,Midwest,No,4.1,1
16452,28,Male,Single,75557.08,Part-time,South,No,8.8,0
11900,53,Male,Married,68058.09,Full-time,West,Yes,2.3,1
11655,41,Female,Single,78655.46,Full-time,South,Yes,3.4,1
11202,43,Male,Widowed,94971.67,Part-time,South,Yes,0.8,1
15709,33,Male,Single,74866.42,Full-time,South,No,1.7,1
17364,60,Male,Married,79970.92,Full-time,Midwest,Yes,5.5,1
11307,38,Female,Single,51743.84,Full-time,Midwest,Yes,11.1,1
18311,26,Male,Married,59158.92,Full-time,West,No,5.6,0
18317,32,Male,Married,56885.25,Part-time,West,No,3.0,0
14901,42,Female,Married,58245.7,Part-time,South,Yes,0.8,0
14550,31,Male,Single,75186.58,Full-time,West,No,6.4,1
19555,30,Male,Married,45289.34,Full-time,Northeast,Yes,0.7,0
14068,31,Female,Divorced,46481.24,Full-time,Midwest,Yes,2.5,1
17422,55,Female,Married,51663.61,Part-time,Midwest,No,2.5,0
14799,33,Female,Divorced,41093.07,Full-time,South,Yes,1.3,1
16305,24,Female,Married,67626.51,Contract,Midwest,Yes,1.5,0
19931,49,Female,Divorced,64195.09,Contract,Midwest,No,1.4,0
